"ISIN","DocumentType","EffectiveDate","DownloadDate","DownloadUrl","FilePath","MD5Hash","FileSize"
"DE000A2PRZY3","Halbjahresbericht","31.01.2024","23.06.2024","https://fondswelt.hansainvest.com/uploads/documents/halbjahresbericht/HJB_6037_Aramea_Aktien_Select_Bericht_2024-01-31.pdf","c:\Projects\FundDatabase\Hansainvest\DE000A2PRZY3\HJB_6037_Aramea_Aktien_Select_Bericht_2024-01-31.pdf","1829d26a5ad879caf3b03b962c05ebb9","988663"
"DE000A0YJME6","Verkaufsprospekt","01.01.2023","23.06.2024","https://fondswelt.hansainvest.com/uploads/documents/verkaufsprospekt/VKP_Aramea_Aktien_Select_01_01_2023.pdf","c:\Projects\FundDatabase\Hansainvest\DE000A2PRZY3\VKP_Aramea_Aktien_Select_01_01_2023.pdf","2ff6c4051ab83a92c659fcd03be6f8b0","1246847"
"DE000A0YJME6","Jahresbericht","31.07.2023","23.06.2024","https://fondswelt.hansainvest.com/uploads/documents/jahresbericht/JB_6037_Aramea_Aktien_Select_2023-07-31.pdf","c:\Projects\FundDatabase\Hansainvest\DE000A2PRZY3\JB_6037_Aramea_Aktien_Select_2023-07-31.pdf","1689339f8a9908fe863d0563418787f6","2002183"
"DE000A0YJME6","Halbjahresbericht","31.01.2024","23.06.2024","https://fondswelt.hansainvest.com/uploads/documents/halbjahresbericht/HJB_6037_Aramea_Aktien_Select_Bericht_2024-01-31.pdf","c:\Projects\FundDatabase\Hansainvest\DE000A2PRZY3\HJB_6037_Aramea_Aktien_Select_Bericht_2024-01-31.pdf","1829d26a5ad879caf3b03b962c05ebb9","988663"
"DE000A0M2JF6","Verkaufsprospekt","21.12.2023","23.06.2024","https://fondswelt.hansainvest.com/uploads/documents/verkaufsprospekt/VKP_Aramea_Balanced_Convertible_21_12_2023.pdf","c:\Projects\FundDatabase\Hansainvest\DE000A0M2JF6\VKP_Aramea_Balanced_Convertible_21_12_2023.pdf","cd483e52d8cd0d66af2b0801efa5f33c","1229149"
"DE000A0M2JF6","Jahresbericht","31.07.2023","23.06.2024","https://fondswelt.hansainvest.com/uploads/documents/jahresbericht/JB_2078_Aramea_Balanced_Convertible_2023-07-31.pdf","c:\Projects\FundDatabase\Hansainvest\DE000A0M2JF6\JB_2078_Aramea_Balanced_Convertible_2023-07-31.pdf","0484a429c9faad9fd7f01f1ae020aea6","1852858"
"DE000A0M2JF6","Halbjahresbericht","31.01.2024","23.06.2024","https://fondswelt.hansainvest.com/uploads/documents/halbjahresbericht/HJB_2078_Aramea_Balanced_Convertible_Bericht.pdf","c:\Projects\FundDatabase\Hansainvest\DE000A0M2JF6\HJB_2078_Aramea_Balanced_Convertible_Bericht.pdf","ef96973456537a7f9701d3b1968f0355","925207"
"DE000A2AQ929","Verkaufsprospekt","21.12.2023","23.06.2024","https://fondswelt.hansainvest.com/uploads/documents/verkaufsprospekt/VKP_Aramea_Balanced_Convertible_21_12_2023.pdf","c:\Projects\FundDatabase\Hansainvest\DE000A0M2JF6\VKP_Aramea_Balanced_Convertible_21_12_2023.pdf","cd483e52d8cd0d66af2b0801efa5f33c","1229149"
"DE000A2AQ929","Jahresbericht","31.07.2023","23.06.2024","https://fondswelt.hansainvest.com/uploads/documents/jahresbericht/JB_2078_Aramea_Balanced_Convertible_2023-07-31.pdf","c:\Projects\FundDatabase\Hansainvest\DE000A0M2JF6\JB_2078_Aramea_Balanced_Convertible_2023-07-31.pdf","0484a429c9faad9fd7f01f1ae020aea6","1852858"
"DE000A2AQ929","Halbjahresbericht","31.01.2024","23.06.2024","https://fondswelt.hansainvest.com/uploads/documents/halbjahresbericht/HJB_2078_Aramea_Balanced_Convertible_Bericht.pdf","c:\Projects\FundDatabase\Hansainvest\DE000A0M2JF6\HJB_2078_Aramea_Balanced_Convertible_Bericht.pdf","ef96973456537a7f9701d3b1968f0355","925207"
"DE000A14UWX0","Verkaufsprospekt","31.08.2023","23.06.2024","https://fondswelt.hansainvest.com/uploads/documents/verkaufsprospekt/VKP_Aramea_Global_Convertible_31_08_2023.pdf","c:\Projects\FundDatabase\Hansainvest\DE000A14UWX0\VKP_Aramea_Global_Convertible_31_08_2023.pdf","2f4b7dd757b995c8cd140c26118eed30","1441148"
"DE000A14UWX0","Jahresbericht","31.07.2023","23.06.2024","https://fondswelt.hansainvest.com/uploads/documents/jahresbericht/JB_6173_Aramea_Global_Convertible_2023-07-31.pdf","c:\Projects\FundDatabase\Hansainvest\DE000A14UWX0\JB_6173_Aramea_Global_Convertible_2023-07-31.pdf","2dcda4a877e71c37dbbff746a7e27561","3073122"
"DE000A14UWX0","Halbjahresbericht","31.01.2024","23.06.2024","https://fondswelt.hansainvest.com/uploads/documents/halbjahresbericht/HJB_6173_Aramea_Global_Convertible_Bericht_2024-01-31.pdf","c:\Projects\FundDatabase\Hansainvest\DE000A14UWX0\HJB_6173_Aramea_Global_Convertible_Bericht_2024-01-31.pdf","dcac7986d7ecf13d1c0f0415b60ed8a2","1111117"
"DE000A141V76","Verkaufsprospekt","31.08.2023","23.06.2024","https://fondswelt.hansainvest.com/uploads/documents/verkaufsprospekt/VKP_Aramea_Global_Convertible_31_08_2023.pdf","c:\Projects\FundDatabase\Hansainvest\DE000A14UWX0\VKP_Aramea_Global_Convertible_31_08_2023.pdf","2f4b7dd757b995c8cd140c26118eed30","1441148"
"DE000A141V76","Jahresbericht","31.07.2023","23.06.2024","https://fondswelt.hansainvest.com/uploads/documents/jahresbericht/JB_6173_Aramea_Global_Convertible_2023-07-31.pdf","c:\Projects\FundDatabase\Hansainvest\DE000A14UWX0\JB_6173_Aramea_Global_Convertible_2023-07-31.pdf","2dcda4a877e71c37dbbff746a7e27561","3073122"
"DE000A141V76","Halbjahresbericht","31.01.2024","23.06.2024","https://fondswelt.hansainvest.com/uploads/documents/halbjahresbericht/HJB_6173_Aramea_Global_Convertible_Bericht_2024-01-31.pdf","c:\Projects\FundDatabase\Hansainvest\DE000A14UWX0\HJB_6173_Aramea_Global_Convertible_Bericht_2024-01-31.pdf","dcac7986d7ecf13d1c0f0415b60ed8a2","1111117"
"DE0009792283","Verkaufsprospekt","01.01.2023","23.06.2024","https://fondswelt.hansainvest.com/uploads/documents/verkaufsprospekt/VKP_Aramea_Hippokrat_01_01_2023.pdf","c:\Projects\FundDatabase\Hansainvest\DE0009792283\VKP_Aramea_Hippokrat_01_01_2023.pdf","3a483857c3ab1e0adf6a6807f968e7f3","1209740"
"DE0009792283","Jahresbericht","31.08.2023","23.06.2024","https://fondswelt.hansainvest.com/uploads/documents/jahresbericht/JB_6093_Aramea_Hippokrat_Bericht_2023-08-31_Layout_PDF.pdf","c:\Projects\FundDatabase\Hansainvest\DE0009792283\JB_6093_Aramea_Hippokrat_Bericht_2023-08-31_Layout_PDF.pdf","0f39ed4e4c13d950a09eaaba0a37932c","2393452"
"DE0009792283","Halbjahresbericht","29.02.2024","23.06.2024","https://fondswelt.hansainvest.com/uploads/documents/halbjahresbericht/HJB_6093_Aramea_Hippokrat_Bericht.pdf","c:\Projects\FundDatabase\Hansainvest\DE0009792283\HJB_6093_Aramea_Hippokrat_Bericht.pdf","211563db741f757ba979b9764777ee69","1518523"
"DE000A3DV7H2","Verkaufsprospekt","27.07.2023","23.06.2024","https://fondswelt.hansainvest.com/uploads/documents/verkaufsprospekt/VKP_Aramea_Laufzeitenfonds_04_2028__27_07_2023.pdf","c:\Projects\FundDatabase\Hansainvest\DE000A3DV7H2\VKP_Aramea_Laufzeitenfonds_04_2028__27_07_2023.pdf","523d6a750432baf7834d40ba1a90aead","1039223"
"DE000A3DV7H2","Jahresbericht","31.10.2023","23.06.2024","https://fondswelt.hansainvest.com/uploads/documents/jahresbericht/JB_1984_Aramea_Laufzeitenfonds_04-2028_2023-10-31.pdf","c:\Projects\FundDatabase\Hansainvest\DE000A3DV7H2\JB_1984_Aramea_Laufzeitenfonds_04-2028_2023-10-31.pdf","c0a4a50f1e0b0599b72a1696913c45a9","1198072"
"DE000A3DV7H2","Halbjahresbericht","30.04.2023","23.06.2024","https://fondswelt.hansainvest.com/uploads/documents/halbjahresbericht/HJB_1984_Aramea_Laufzeitenfonds_04-2028_2023-04-30.pdf","c:\Projects\FundDatabase\Hansainvest\DE000A3DV7H2\HJB_1984_Aramea_Laufzeitenfonds_04-2028_2023-04-30.pdf","878c55a78c4c422b383f7f6227acde10","695283"
"DE000A3ETBK1","Verkaufsprospekt","03.06.2024","23.06.2024","https://fondswelt.hansainvest.com/uploads/documents/verkaufsprospekt/VKP_Aramea_Laufzeitenfonds_06_2027__03_06_2024.pdf","c:\Projects\FundDatabase\Hansainvest\DE000A3ETBK1\VKP_Aramea_Laufzeitenfonds_06_2027__03_06_2024.pdf","761ca64f0263716d475062e2da41c861","1070595"
"DE000A3DV7Z4","Verkaufsprospekt","26.02.2024","23.06.2024","https://fondswelt.hansainvest.com/uploads/documents/verkaufsprospekt/VKP_Aramea_Laufzeitenfonds_08_2026__26_02_2024.pdf","c:\Projects\FundDatabase\Hansainvest\DE000A3DV7Z4\VKP_Aramea_Laufzeitenfonds_08_2026__26_02_2024.pdf","8bac3406d599a731318a847b5bbb39b6","1043440"
"DE000A3DV7Z4","Halbjahresbericht","29.02.2024","23.06.2024","https://fondswelt.hansainvest.com/uploads/documents/halbjahresbericht/HJB_1998_Aramea_Laufzeitenfonds_08-2026_Bericht.pdf","c:\Projects\FundDatabase\Hansainvest\DE000A3DV7Z4\HJB_1998_Aramea_Laufzeitenfonds_08-2026_Bericht.pdf","4c4d6be63a88df422d890114500cc4c2","1035290"
"DE000A3C55B2","Verkaufsprospekt","01.01.2023","23.06.2024","https://fondswelt.hansainvest.com/uploads/documents/verkaufsprospekt/VKP_ARAMEA_METAWORLD_01_01_2023.pdf","c:\Projects\FundDatabase\Hansainvest\DE000A3C55B2\VKP_ARAMEA_METAWORLD_01_01_2023.pdf","f62c565acbbaa8133f6846a8efa02c66","1010344"
"DE000A3C55B2","Jahresbericht","31.03.2023","23.06.2024","https://fondswelt.hansainvest.com/uploads/documents/jahresbericht/Jahresbericht_1947_ARAMEA_METAWORLD_Bericht_2023-03-31_Layout_PDF_10.pdf","c:\Projects\FundDatabase\Hansainvest\DE000A3C55B2\Jahresbericht_1947_ARAMEA_METAWORLD_Bericht_2023-03-31_Layout_PDF_10.pdf","5d53062051a230678f01ae29ba6b8b91","1307030"
"DE000A3C55B2","Halbjahresbericht","30.09.2023","23.06.2024","https://fondswelt.hansainvest.com/uploads/documents/halbjahresbericht/HJB_1947_ARAMEA_METAWORLD_Bericht_2023-09-30_Layout_PDF.pdf","c:\Projects\FundDatabase\Hansainvest\DE000A3C55B2\HJB_1947_ARAMEA_METAWORLD_Bericht_2023-09-30_Layout_PDF.pdf","70dbc102e2a5102ebdf338efecee81f2","667836"
"DE000A3DCAS4","Verkaufsprospekt","01.01.2023","23.06.2024","https://fondswelt.hansainvest.com/uploads/documents/verkaufsprospekt/VKP_ARAMEA_METAWORLD_01_01_2023.pdf","c:\Projects\FundDatabase\Hansainvest\DE000A3C55B2\VKP_ARAMEA_METAWORLD_01_01_2023.pdf","f62c565acbbaa8133f6846a8efa02c66","1010344"
"DE000A3DCAS4","Jahresbericht","31.03.2023","23.06.2024","https://fondswelt.hansainvest.com/uploads/documents/jahresbericht/Jahresbericht_1947_ARAMEA_METAWORLD_Bericht_2023-03-31_Layout_PDF_10.pdf","c:\Projects\FundDatabase\Hansainvest\DE000A3C55B2\Jahresbericht_1947_ARAMEA_METAWORLD_Bericht_2023-03-31_Layout_PDF_10.pdf","5d53062051a230678f01ae29ba6b8b91","1307030"
"DE000A3DCAS4","Halbjahresbericht","30.09.2023","23.06.2024","https://fondswelt.hansainvest.com/uploads/documents/halbjahresbericht/HJB_1947_ARAMEA_METAWORLD_Bericht_2023-09-30_Layout_PDF.pdf","c:\Projects\FundDatabase\Hansainvest\DE000A3C55B2\HJB_1947_ARAMEA_METAWORLD_Bericht_2023-09-30_Layout_PDF.pdf","70dbc102e2a5102ebdf338efecee81f2","667836"
"DE000A3CNGA8","Verkaufsprospekt","31.08.2023","23.06.2024","https://fondswelt.hansainvest.com/uploads/documents/verkaufsprospekt/VKP_Aramea_Rendite_Global_Nachhaltig_31_08_2023.pdf","c:\Projects\FundDatabase\Hansainvest\DE000A3CNGA8\VKP_Aramea_Rendite_Global_Nachhaltig_31_08_2023.pdf","823ec4aea2cb0a7e561ebca90eeaafe3","1464067"
"DE000A3CNGA8","Jahresbericht","31.08.2023","23.06.2024","https://fondswelt.hansainvest.com/uploads/documents/jahresbericht/JB_1927_Aramea_Rendite_Global_Nachhaltig_Bericht_2023-08-31_Layout_PDF.pdf","c:\Projects\FundDatabase\Hansainvest\DE000A3CNGA8\JB_1927_Aramea_Rendite_Global_Nachhaltig_Bericht_2023-08-31_Layout_PDF.pdf","7bb5dfd1ad4feb2e85f936decccac870","3415310"
"DE000A3CNGA8","Halbjahresbericht","29.02.2024","23.06.2024","https://fondswelt.hansainvest.com/uploads/documents/halbjahresbericht/HJB_1927_Aramea_Rendite_Global_Nachhaltig_Bericht.pdf","c:\Projects\FundDatabase\Hansainvest\DE000A3CNGA8\HJB_1927_Aramea_Rendite_Global_Nachhaltig_Bericht.pdf","02b08d1d7000e54f9631bdf8e779c2e3","1380802"
"DE000A3CNGB6","Verkaufsprospekt","31.08.2023","23.06.2024","https://fondswelt.hansainvest.com/uploads/documents/verkaufsprospekt/VKP_Aramea_Rendite_Global_Nachhaltig_31_08_2023.pdf","c:\Projects\FundDatabase\Hansainvest\DE000A3CNGA8\VKP_Aramea_Rendite_Global_Nachhaltig_31_08_2023.pdf","823ec4aea2cb0a7e561ebca90eeaafe3","1464067"
"DE000A3CNGB6","Jahresbericht","31.08.2023","23.06.2024","https://fondswelt.hansainvest.com/uploads/documents/jahresbericht/JB_1927_Aramea_Rendite_Global_Nachhaltig_Bericht_2023-08-31_Layout_PDF.pdf","c:\Projects\FundDatabase\Hansainvest\DE000A3CNGA8\JB_1927_Aramea_Rendite_Global_Nachhaltig_Bericht_2023-08-31_Layout_PDF.pdf","7bb5dfd1ad4feb2e85f936decccac870","3415310"
"DE000A3CNGB6","Halbjahresbericht","29.02.2024","23.06.2024","https://fondswelt.hansainvest.com/uploads/documents/halbjahresbericht/HJB_1927_Aramea_Rendite_Global_Nachhaltig_Bericht.pdf","c:\Projects\FundDatabase\Hansainvest\DE000A3CNGA8\HJB_1927_Aramea_Rendite_Global_Nachhaltig_Bericht.pdf","02b08d1d7000e54f9631bdf8e779c2e3","1380802"
"DE000A3CNGC4","Verkaufsprospekt","31.08.2023","23.06.2024","https://fondswelt.hansainvest.com/uploads/documents/verkaufsprospekt/VKP_Aramea_Rendite_Global_Nachhaltig_31_08_2023.pdf","c:\Projects\FundDatabase\Hansainvest\DE000A3CNGA8\VKP_Aramea_Rendite_Global_Nachhaltig_31_08_2023.pdf","823ec4aea2cb0a7e561ebca90eeaafe3","1464067"
"DE000A3CNGC4","Jahresbericht","31.08.2023","23.06.2024","https://fondswelt.hansainvest.com/uploads/documents/jahresbericht/JB_1927_Aramea_Rendite_Global_Nachhaltig_Bericht_2023-08-31_Layout_PDF.pdf","c:\Projects\FundDatabase\Hansainvest\DE000A3CNGA8\JB_1927_Aramea_Rendite_Global_Nachhaltig_Bericht_2023-08-31_Layout_PDF.pdf","7bb5dfd1ad4feb2e85f936decccac870","3415310"
"DE000A3CNGC4","Halbjahresbericht","29.02.2024","23.06.2024","https://fondswelt.hansainvest.com/uploads/documents/halbjahresbericht/HJB_1927_Aramea_Rendite_Global_Nachhaltig_Bericht.pdf","c:\Projects\FundDatabase\Hansainvest\DE000A3CNGA8\HJB_1927_Aramea_Rendite_Global_Nachhaltig_Bericht.pdf","02b08d1d7000e54f9631bdf8e779c2e3","1380802"
"DE000A0NEKQ8","Verkaufsprospekt","11.10.2023","23.06.2024","https://fondswelt.hansainvest.com/uploads/documents/verkaufsprospekt/VKP_Aramea_Rendite_Plus_01_06_2023_clean.pdf","c:\Projects\FundDatabase\Hansainvest\DE000A0NEKQ8\VKP_Aramea_Rendite_Plus_01_06_2023_clean.pdf","57c3a086856018c72d9effc0bfbae702","1239637"
"DE000A0NEKQ8","Jahresbericht","31.07.2023","23.06.2024","https://fondswelt.hansainvest.com/uploads/documents/jahresbericht/JB_2104_Aramea_Rendite_Plus_2023-07-31.pdf","c:\Projects\FundDatabase\Hansainvest\DE000A0NEKQ8\JB_2104_Aramea_Rendite_Plus_2023-07-31.pdf","c150b3c5a770a277542c53420b0e0dd2","2739387"
"DE000A0NEKQ8","Halbjahresbericht","31.01.2024","23.06.2024","https://fondswelt.hansainvest.com/uploads/documents/halbjahresbericht/HJB_2104_Aramea_Rendite_Plus_Bericht_2024-01-31.pdf","c:\Projects\FundDatabase\Hansainvest\DE000A0NEKQ8\HJB_2104_Aramea_Rendite_Plus_Bericht_2024-01-31.pdf","327c694261361c24530a09196eec53bd","1751098"
"DE000A3E3Y79","Verkaufsprospekt","11.10.2023","23.06.2024","https://fondswelt.hansainvest.com/uploads/documents/verkaufsprospekt/VKP_Aramea_Rendite_Plus_Nachhaltig_09_08_2023_CH_.pdf","c:\Projects\FundDatabase\Hansainvest\DE000A3E3Y79\VKP_Aramea_Rendite_Plus_Nachhaltig_09_08_2023_CH_.pdf","c4332c7907ea2ee0710ecc89175a316d","1440436"
"DE000A3E3Y79","Jahresbericht","31.07.2023","23.06.2024","https://fondswelt.hansainvest.com/uploads/documents/jahresbericht/JB_1054_Aramea_Rendite_Plus_Nachhaltig_2023-07-31.pdf","c:\Projects\FundDatabase\Hansainvest\DE000A3E3Y79\JB_1054_Aramea_Rendite_Plus_Nachhaltig_2023-07-31.pdf","4eef2715de1cfc442f73e654d66a13c6","3608067"
"DE000A3E3Y79","Halbjahresbericht","31.01.2024","23.06.2024","https://fondswelt.hansainvest.com/uploads/documents/halbjahresbericht/HJB_1054_Aramea_Rendite_Plus_Nachhaltig_Bericht_2024-01-31.pdf","c:\Projects\FundDatabase\Hansainvest\DE000A3E3Y79\HJB_1054_Aramea_Rendite_Plus_Nachhaltig_Bericht_2024-01-31.pdf","46eb74212baf0f79d2cb4fc49fed15cb","1499552"
"DE000A2DTL86","Verkaufsprospekt","11.10.2023","23.06.2024","https://fondswelt.hansainvest.com/uploads/documents/verkaufsprospekt/VKP_Aramea_Rendite_Plus_Nachhaltig_09_08_2023_CH_.pdf","c:\Projects\FundDatabase\Hansainvest\DE000A3E3Y79\VKP_Aramea_Rendite_Plus_Nachhaltig_09_08_2023_CH_.pdf","c4332c7907ea2ee0710ecc89175a316d","1440436"
"DE000A2DTL86","Jahresbericht","31.07.2023","23.06.2024","https://fondswelt.hansainvest.com/uploads/documents/jahresbericht/JB_1054_Aramea_Rendite_Plus_Nachhaltig_2023-07-31.pdf","c:\Projects\FundDatabase\Hansainvest\DE000A3E3Y79\JB_1054_Aramea_Rendite_Plus_Nachhaltig_2023-07-31.pdf","4eef2715de1cfc442f73e654d66a13c6","3608067"
"DE000A2DTL86","Halbjahresbericht","31.01.2024","23.06.2024","https://fondswelt.hansainvest.com/uploads/documents/halbjahresbericht/HJB_1054_Aramea_Rendite_Plus_Nachhaltig_Bericht_2024-01-31.pdf","c:\Projects\FundDatabase\Hansainvest\DE000A3E3Y79\HJB_1054_Aramea_Rendite_Plus_Nachhaltig_Bericht_2024-01-31.pdf","46eb74212baf0f79d2cb4fc49fed15cb","1499552"
"DE000A2DTL78","Verkaufsprospekt","11.10.2023","23.06.2024","https://fondswelt.hansainvest.com/uploads/documents/verkaufsprospekt/VKP_Aramea_Rendite_Plus_Nachhaltig_09_08_2023_CH_.pdf","c:\Projects\FundDatabase\Hansainvest\DE000A3E3Y79\VKP_Aramea_Rendite_Plus_Nachhaltig_09_08_2023_CH_.pdf","c4332c7907ea2ee0710ecc89175a316d","1440436"
"DE000A2DTL78","Jahresbericht","31.07.2023","23.06.2024","https://fondswelt.hansainvest.com/uploads/documents/jahresbericht/JB_1054_Aramea_Rendite_Plus_Nachhaltig_2023-07-31.pdf","c:\Projects\FundDatabase\Hansainvest\DE000A3E3Y79\JB_1054_Aramea_Rendite_Plus_Nachhaltig_2023-07-31.pdf","4eef2715de1cfc442f73e654d66a13c6","3608067"
"DE000A2DTL78","Halbjahresbericht","31.01.2024","23.06.2024","https://fondswelt.hansainvest.com/uploads/documents/halbjahresbericht/HJB_1054_Aramea_Rendite_Plus_Nachhaltig_Bericht_2024-01-31.pdf","c:\Projects\FundDatabase\Hansainvest\DE000A3E3Y79\HJB_1054_Aramea_Rendite_Plus_Nachhaltig_Bericht_2024-01-31.pdf","46eb74212baf0f79d2cb4fc49fed15cb","1499552"
"DE000A141WC2","Verkaufsprospekt","11.10.2023","23.06.2024","https://fondswelt.hansainvest.com/uploads/documents/verkaufsprospekt/VKP_Aramea_Rendite_Plus_01_06_2023_clean.pdf","c:\Projects\FundDatabase\Hansainvest\DE000A0NEKQ8\VKP_Aramea_Rendite_Plus_01_06_2023_clean.pdf","57c3a086856018c72d9effc0bfbae702","1239637"
"DE000A141WC2","Jahresbericht","31.07.2023","23.06.2024","https://fondswelt.hansainvest.com/uploads/documents/jahresbericht/JB_2104_Aramea_Rendite_Plus_2023-07-31.pdf","c:\Projects\FundDatabase\Hansainvest\DE000A0NEKQ8\JB_2104_Aramea_Rendite_Plus_2023-07-31.pdf","c150b3c5a770a277542c53420b0e0dd2","2739387"
"DE000A141WC2","Halbjahresbericht","31.01.2024","23.06.2024","https://fondswelt.hansainvest.com/uploads/documents/halbjahresbericht/HJB_2104_Aramea_Rendite_Plus_Bericht_2024-01-31.pdf","c:\Projects\FundDatabase\Hansainvest\DE000A0NEKQ8\HJB_2104_Aramea_Rendite_Plus_Bericht_2024-01-31.pdf","327c694261361c24530a09196eec53bd","1751098"
"DE000A2QDSD0","Verkaufsprospekt","11.10.2023","23.06.2024","https://fondswelt.hansainvest.com/uploads/documents/verkaufsprospekt/VKP_Aramea_Rendite_Plus_01_06_2023_clean.pdf","c:\Projects\FundDatabase\Hansainvest\DE000A0NEKQ8\VKP_Aramea_Rendite_Plus_01_06_2023_clean.pdf","57c3a086856018c72d9effc0bfbae702","1239637"
"DE000A2QDSD0","Jahresbericht","31.07.2023","23.06.2024","https://fondswelt.hansainvest.com/uploads/documents/jahresbericht/JB_2104_Aramea_Rendite_Plus_2023-07-31.pdf","c:\Projects\FundDatabase\Hansainvest\DE000A0NEKQ8\JB_2104_Aramea_Rendite_Plus_2023-07-31.pdf","c150b3c5a770a277542c53420b0e0dd2","2739387"
"DE000A2QDSD0","Halbjahresbericht","31.01.2024","23.06.2024","https://fondswelt.hansainvest.com/uploads/documents/halbjahresbericht/HJB_2104_Aramea_Rendite_Plus_Bericht_2024-01-31.pdf","c:\Projects\FundDatabase\Hansainvest\DE000A0NEKQ8\HJB_2104_Aramea_Rendite_Plus_Bericht_2024-01-31.pdf","327c694261361c24530a09196eec53bd","1751098"
"DE000A0NEKF1","Verkaufsprospekt","01.01.2023","23.06.2024","https://fondswelt.hansainvest.com/uploads/documents/verkaufsprospekt/VKP_Aramea_Strategie_I_01_01_2023.pdf","c:\Projects\FundDatabase\Hansainvest\DE000A0NEKF1\VKP_Aramea_Strategie_I_01_01_2023.pdf","13e74dcbd00e7659250bc0d3333343f1","1178932"
"DE000A0NEKF1","Jahresbericht","31.07.2023","23.06.2024","https://fondswelt.hansainvest.com/uploads/documents/jahresbericht/JB_2097_Aramea_Strategie_I_Bericht_2023-07-31_Layout_PDF.pdf","c:\Projects\FundDatabase\Hansainvest\DE000A0NEKF1\JB_2097_Aramea_Strategie_I_Bericht_2023-07-31_Layout_PDF.pdf","5f1ef55d534085edaadfea6353068b1d","2151596"
"DE000A0NEKF1","Halbjahresbericht","31.01.2024","23.06.2024","https://fondswelt.hansainvest.com/uploads/documents/halbjahresbericht/HJB_2097_Aramea_Strategie_I_Bericht_2024-01-31.pdf","c:\Projects\FundDatabase\Hansainvest\DE000A0NEKF1\HJB_2097_Aramea_Strategie_I_Bericht_2024-01-31.pdf","8a79389f244f0730bcc707b3b35b20b1","1310963"
"DE000A2QAYE2","Verkaufsprospekt","01.12.2023","23.06.2024","https://fondswelt.hansainvest.com/uploads/documents/verkaufsprospekt/VKP_Aramea_Tango1_Aufloesung_ASK.pdf","c:\Projects\FundDatabase\Hansainvest\DE000A2QAYE2\VKP_Aramea_Tango1_Aufloesung_ASK.pdf","fe668d4507fb7e5cd13df965e4902330","1251208"
"DE000A2QAYE2","Jahresbericht","31.10.2023","23.06.2024","https://fondswelt.hansainvest.com/uploads/documents/jahresbericht/JB_1893_ARAMEA_TANGO_1_2023-10-31.pdf","c:\Projects\FundDatabase\Hansainvest\DE000A2QAYE2\JB_1893_ARAMEA_TANGO_1_2023-10-31.pdf","e7986b83d0cd3d0979ea0725423c48d0","1643534"
"DE000A2QAYE2","Halbjahresbericht","30.04.2023","23.06.2024","https://fondswelt.hansainvest.com/uploads/documents/halbjahresbericht/HJB_1893_ARAMEA_TANGO_1_2023-04-30.pdf","c:\Projects\FundDatabase\Hansainvest\DE000A2QAYE2\HJB_1893_ARAMEA_TANGO_1_2023-04-30.pdf","1e021449a3e09433148b068a4713ebf2","876734"
"DE000A2QAYG7","Verkaufsprospekt","01.12.2023","23.06.2024","https://fondswelt.hansainvest.com/uploads/documents/verkaufsprospekt/VKP_Aramea_Tango1_Aufloesung_ASK.pdf","c:\Projects\FundDatabase\Hansainvest\DE000A2QAYE2\VKP_Aramea_Tango1_Aufloesung_ASK.pdf","fe668d4507fb7e5cd13df965e4902330","1251208"
"DE000A2QAYG7","Jahresbericht","31.10.2023","23.06.2024","https://fondswelt.hansainvest.com/uploads/documents/jahresbericht/JB_1893_ARAMEA_TANGO_1_2023-10-31.pdf","c:\Projects\FundDatabase\Hansainvest\DE000A2QAYE2\JB_1893_ARAMEA_TANGO_1_2023-10-31.pdf","e7986b83d0cd3d0979ea0725423c48d0","1643534"
"DE000A2QAYG7","Halbjahresbericht","30.04.2023","23.06.2024","https://fondswelt.hansainvest.com/uploads/documents/halbjahresbericht/HJB_1893_ARAMEA_TANGO_1_2023-04-30.pdf","c:\Projects\FundDatabase\Hansainvest\DE000A2QAYE2\HJB_1893_ARAMEA_TANGO_1_2023-04-30.pdf","1e021449a3e09433148b068a4713ebf2","876734"
"DE000A2PE022","Verkaufsprospekt","01.04.2024","23.06.2024","https://fondswelt.hansainvest.com/uploads/documents/verkaufsprospekt/VKP_ARES_01_04_2024.pdf","c:\Projects\FundDatabase\Hansainvest\DE000A2PE022\VKP_ARES_01_04_2024.pdf","d0707ee8c43c9d95b48eceb526484ca4","1319552"
"DE000A2PE022","Jahresbericht","30.06.2023","23.06.2024","https://fondswelt.hansainvest.com/uploads/documents/jahresbericht/Jahresbericht_1828_ARES_Bericht_2023-06-30_Layout_PDF.pdf","c:\Projects\FundDatabase\Hansainvest\DE000A2PE022\Jahresbericht_1828_ARES_Bericht_2023-06-30_Layout_PDF.pdf","8e08eed866979fac5a566e176ff6c398","1438021"
"DE000A2PE022","Halbjahresbericht","31.12.2023","23.06.2024","https://fondswelt.hansainvest.com/uploads/documents/halbjahresbericht/HJB_1828_ARES_Bericht_2023-12-31_Layout_PDF.pdf","c:\Projects\FundDatabase\Hansainvest\DE000A2PE022\HJB_1828_ARES_Bericht_2023-12-31_Layout_PDF.pdf","fce305b1012d704fa717d23fb60283a2","717756"
"DE000A2PE014","Verkaufsprospekt","01.04.2024","23.06.2024","https://fondswelt.hansainvest.com/uploads/documents/verkaufsprospekt/VKP_ARES_01_04_2024.pdf","c:\Projects\FundDatabase\Hansainvest\DE000A2PE022\VKP_ARES_01_04_2024.pdf","d0707ee8c43c9d95b48eceb526484ca4","1319552"
